"ID"	"adj.P.Val"	"P.Value"	"logFC"	"Gene_symbol"
"PH_hs_0013935"	"0.00013612"	"1.30e-06"	"3.6518776"	"KIF23"
"PH_hs_0047261"	"0.00013612"	"1.30e-06"	"-2.5597639"	"POU6F1"
"PH_hs_0022272"	"0.00013612"	"1.30e-06"	"-2.1398182"	"CDKL3"
"PH_hs_0043884"	"0.00013678"	"1.31e-06"	"2.1399794"	"HPSE"
"PH_hs_0047556"	"0.00013678"	"1.32e-06"	"-2.8032831"	"GBP5"
"PH_hs_0003683"	"0.00013834"	"1.34e-06"	"2.0482369"	"NRM"
"PH_hs_0025369"	"0.00013834"	"1.35e-06"	"2.0383186"	"STAT5B"
"PH_hs_0023009"	"0.00013834"	"1.35e-06"	"2.0477625"	"MYC"
"PH_hs_0026711"	"0.00013834"	"1.35e-06"	"-2.2460438"	"BRICD5"
"PH_hs_0024850"	"0.0001403"	"1.37e-06"	"2.4962302"	"ID1"
"PH_hs_0015264"	"0.00014103"	"1.38e-06"	"-2.1873237"	"IGIP"
"PH_hs_0022004"	"0.00014322"	"1.41e-06"	"-2.5383919"	"ZNF862"
"PH_hs_0003492"	"0.00014322"	"1.41e-06"	"-2.1487437"	"SOCS1"
"PH_hs_0033197"	"0.00014651"	"1.45e-06"	"-2.2095731"	"SLC7A9"
"PH_hs_0036025"	"0.00014698"	"1.46e-06"	"3.5558318"	"AURKB"
"PH_hs_0042923"	"0.00014698"	"1.46e-06"	"-3.0525377"	"C17orf107"
"PH_hs_0040683"	"0.00014703"	"1.48e-06"	"2.3409801"	"NCAPG2"
"PH_hs_0016338"	"0.00014703"	"1.48e-06"	"-2.0790674"	"ORAI3"
"PH_hs_0025599"	"0.00014703"	"1.48e-06"	"-2.2922747"	"ABP1"
"PH_hs_0012862"	"0.00014703"	"1.48e-06"	"-2.3298827"	"CYP4V2"
"PH_hs_0006882"	"0.00014833"	"1.50e-06"	"2.2374011"	"CDT1"
"PH_hs_0030423"	"0.00015004"	"1.52e-06"	"2.7436323"	"KIF24"
"PH_hs_0043736"	"0.00015007"	"1.53e-06"	"2.2772974"	"STIL"
"PH_hs_0011508"	"0.00015089"	"1.54e-06"	"2.5100944"	"CCNB2"
"PH_hs_0002110"	"0.00015089"	"1.55e-06"	"2.2139825"	"CCNB1"
"PH_hs_0010283"	"0.00015089"	"1.55e-06"	"-2.1447482"	"BHLHE40"
"PH_hs_0006299"	"0.00015152"	"1.56e-06"	"-3.3913243"	"C7orf10"
"PH_hs_0007079"	"0.00015152"	"1.57e-06"	"-2.6227889"	"previous version conserved probe"
"PH_hs_0023813"	"0.00015152"	"1.57e-06"	"2.5249026"	"BORA"
"PH_hs_0047307"	"0.00015177"	"1.58e-06"	"2.2997449"	"KIAA1524"
"PH_hs_0060039"	"0.00015192"	"1.59e-06"	"-2.547877"	"SHC2"
"PH_hs_0006707"	"0.00015275"	"1.60e-06"	"-2.135715"	"previous version conserved probe"
"PH_hs_0046763"	"0.00015307"	"1.61e-06"	"-4.7041404"	"previous version conserved probe"
"PH_hs_0037684"	"0.00015682"	"1.65e-06"	"-2.4956634"	"SPRR2C|SPRR2F|SPRR2A|SPRR2B|SPRR2D"
"PH_hs_0024506"	"0.00015682"	"1.66e-06"	"-2.6826801"	"IFIH1"
"PH_hs_0016443"	"0.00015682"	"1.66e-06"	"3.0478653"	"CDK1"
"PH_hs_0011690"	"0.00015682"	"1.67e-06"	"-4.7359469"	"GABBR2"
"PH_hs_0018986"	"0.00015682"	"1.68e-06"	"-2.6534687"	"previous version conserved probe"
"PH_hs_0000014"	"0.00015682"	"1.68e-06"	"-2.0238128"	"AMT"
"PH_hs_0011365"	"0.00015682"	"1.68e-06"	"-2.0976262"	"PPP1R14C"
"PH_hs_0004680"	"0.00015825"	"1.70e-06"	"3.0591071"	"KIAA0101"
"PH_hs_0007475"	"0.00015832"	"1.71e-06"	"-2.3869778"	"CRHR1-IT1"
"PH_hs_0044190"	"0.00015878"	"1.72e-06"	"-2.1609308"	"NMRK1"
"PH_hs_0031719"	"0.00015878"	"1.73e-06"	"2.6470858"	"CCL26"
"PH_hs_0044388"	"0.00015878"	"1.73e-06"	"-2.1883311"	"LSM3"
"PH_hs_0042266"	"0.0001591"	"1.74e-06"	"2.1307919"	"SOCS7"
"PH_hs_0037404"	"0.0001591"	"1.74e-06"	"-2.0016095"	"ZNF548"
"PH_hs_0061993"	"0.00016002"	"1.76e-06"	"3.6886911"	"NEK2"
"PH_hs_0010738"	"0.00016031"	"1.76e-06"	"2.6863066"	"KNSTRN"
"PH_hs_0048917"	"0.00016053"	"1.77e-06"	"-2.2376528"	"MAST4"
"PH_hs_0022016"	"0.00016053"	"1.78e-06"	"-2.4473681"	"TRPV1"
"PH_hs_0003989"	"0.00016053"	"1.78e-06"	"-2.894812"	"BNC1"
"PH_hs_0018413"	"0.00016053"	"1.79e-06"	"2.6069459"	"PSCA"
"PH_hs_0049655"	"0.00016068"	"1.79e-06"	"-1.9292235"	"RHCE"
"PH_hs_0018142"	"0.00016068"	"1.80e-06"	"2.1592719"	"SPATA2L"
"PH_hs_0016747"	"0.00016122"	"1.81e-06"	"-3.9919097"	"OSCAR"
"PH_hs_0031556"	"0.00016122"	"1.81e-06"	"2.8850624"	"WDR62"
"PH_hs_0047874"	"0.00016127"	"1.82e-06"	"-2.5124312"	"NKPD1"
"PH_hs_0037622"	"0.00016381"	"1.85e-06"	"-2.5143317"	"previous version conserved probe"
"PH_hs_0025137"	"0.00016409"	"1.86e-06"	"2.5459465"	"DEPDC1B"
"PH_hs_0013285"	"0.00016409"	"1.87e-06"	"2.271773"	"AURKA"
"PH_hs_0006550"	"0.00016622"	"1.90e-06"	"-1.97643"	"HES2"
"PH_hs_0015994"	"0.00016635"	"1.91e-06"	"-4.2607713"	"TRIM22"
"PH_hs_0009731"	"0.00016635"	"1.91e-06"	"-2.6060988"	"DEGS2"
"PH_hs_0047203"	"0.00016829"	"1.94e-06"	"-2.6011222"	"RIC3"
"PH_hs_0004504"	"0.00016829"	"1.94e-06"	"2.0707643"	"PNKP"
"PH_hs_0005312"	"0.0001685"	"1.95e-06"	"2.1167175"	"PLCZ1"
"PH_hs_0047346"	"0.00016907"	"1.96e-06"	"-1.9595475"	"MOB3B"
"PH_hs_0004488"	"0.0001752"	"2.04e-06"	"2.4455781"	"PKMYT1"
"PH_hs_0032540"	"0.00017523"	"2.04e-06"	"-2.6233923"	"PAGE2|PAGE2B|PAGE5"
"PH_hs_0049710"	"0.00017537"	"2.05e-06"	"-2.2285057"	"TMEM236"
"PH_hs_0032073"	"0.00017646"	"2.07e-06"	"1.8818776"	"ANXA10"
"PH_hs_0048923"	"0.00017646"	"2.07e-06"	"-2.0310447"	"TMEM237"
"PH_hs_0004480"	"0.00017714"	"2.10e-06"	"2.2438214"	"LY6E"
"PH_hs_0003600"	"0.00017714"	"2.10e-06"	"-2.0090246"	"PLCL2"
"PH_hs_0011677"	"0.00017714"	"2.10e-06"	"-2.1558624"	"GJB5"
"PH_hs_0022850"	"0.00017714"	"2.11e-06"	"-2.2162289"	"CD38"
"PH_hs_0007580"	"0.00017714"	"2.12e-06"	"-2.7692088"	"TMEM27"
"PH_hs_0034888"	"0.00017714"	"2.12e-06"	"3.0413972"	"KRTAP3-1"
"PH_hs_0000972"	"0.00017714"	"2.12e-06"	"2.4134206"	"TPX2"
"PH_hs_0002330"	"0.00017773"	"2.13e-06"	"1.9828718"	"previous version conserved probe"
"PH_hs_0046023"	"0.00017974"	"2.16e-06"	"2.4877331"	"RACGAP1"
"PH_hs_0046112"	"0.00018022"	"2.18e-06"	"2.4223244"	"LTB4R2"
"PH_hs_0009256"	"0.00018027"	"2.18e-06"	"2.8268631"	"SMAD6"
"PH_hs_0048093"	"0.00018047"	"2.19e-06"	"-2.1738705"	"previous version conserved probe"
"PH_hs_0010416"	"0.00018138"	"2.21e-06"	"-2.3252164"	"ESAM"
"PH_hs_0025401"	"0.00018174"	"2.22e-06"	"2.0920383"	"C16orf55"
"PH_hs_0037920"	"0.00018215"	"2.23e-06"	"2.1452909"	""
"PH_hs_0048408"	"0.00018323"	"2.25e-06"	"1.9268244"	"RNF213"
"PH_hs_0044518"	"0.00018323"	"2.25e-06"	"1.9739911"	"MTUS1"
"PH_hs_0025038"	"0.00018635"	"2.30e-06"	"-2.6168214"	"TTLL1"
"PH_hs_0003369"	"0.00018741"	"2.32e-06"	"3.5098781"	"EXO1"
"PH_hs_0045908"	"0.0001889"	"2.34e-06"	"2.098322"	"HS2ST1"
"PH_hs_0035899"	"0.00019147"	"2.38e-06"	"2.2020129"	"TMTC1"
"PH_hs_0012891"	"0.00019221"	"2.39e-06"	"2.6648633"	"GDA"
"PH_hs_0006411"	"0.00019255"	"2.40e-06"	"-2.4884462"	"SIGLEC5"
"PH_hs_0003671"	"0.00019259"	"2.41e-06"	"-2.8233821"	"RAB33A"
"PH_hs_0032642"	"0.00019536"	"2.45e-06"	"2.7420246"	"NAT8L"
"PH_hs_0031183"	"0.00019625"	"2.47e-06"	"2.2136297"	"ZWINT"
"PH_hs_0014712"	"0.00019625"	"2.47e-06"	"2.2712333"	"FANCA"
"PH_hs_0001536"	"0.00019726"	"2.49e-06"	"-2.1727502"	"ZNF185"
"PH_hs_0006702"	"0.00019726"	"2.50e-06"	"-2.2701141"	"HIST1H2AE"
"PH_hs_0035462"	"0.00020211"	"2.57e-06"	"1.9226479"	"ID3"
"PH_hs_0039280"	"0.00020211"	"2.57e-06"	"-2.9478152"	"SH3PXD2A"
"PH_hs_0023978"	"0.00020397"	"2.60e-06"	"2.3821254"	"CARHSP1"
"PH_hs_0027161"	"0.00020953"	"2.68e-06"	"-2.344424"	"RGL1"
"PH_hs_0033069"	"0.00021015"	"2.70e-06"	"3.3806246"	"C10orf90"
"PH_hs_0011979"	"0.00021135"	"2.72e-06"	"2.0021512"	"HELLS"
"PH_hs_0048937"	"0.00021135"	"2.72e-06"	"-2.0959617"	"AMPD3"
"PH_hs_0022998"	"0.00021329"	"2.76e-06"	"-1.9978603"	"CEP104"
"PH_hs_0003626"	"0.00021348"	"2.77e-06"	"-3.1855695"	"KCND1"
"PH_hs_0048593"	"0.00021729"	"2.82e-06"	"-2.2803808"	"CD59"
"PH_hs_0031172"	"0.00021774"	"2.83e-06"	"-1.7871436"	""
"PH_hs_0013195"	"0.00021867"	"2.85e-06"	"-1.8565298"	"ERI2"
"PH_hs_0046171"	"0.00021867"	"2.86e-06"	"-2.42704"	"GSDMD"
"PH_hs_0049057"	"0.00021885"	"2.88e-06"	"-1.8729496"	"ALPK3"
"PH_hs_0003525"	"0.00021885"	"2.88e-06"	"-1.843388"	"PTK6"
"PH_hs_0001615"	"0.00021996"	"2.90e-06"	"-2.1031958"	"GAL3ST1"
"PH_hs_0043687"	"0.00021996"	"2.91e-06"	"2.6423064"	"CENPM"
"PH_hs_0008988"	"0.00022059"	"2.92e-06"	"1.9916684"	"AUNIP"
"PH_hs_0038475"	"0.00022059"	"2.93e-06"	"-1.8493446"	"LOC642852"
"PH_hs_0023592"	"0.00022326"	"2.97e-06"	"-2.757693"	"TNFRSF25"
"PH_hs_0045631"	"0.00022532"	"3.00e-06"	"2.1716055"	"NF2"
"PH_hs_0045029"	"0.00022567"	"3.02e-06"	"-2.1919173"	"HDAC9"
"PH_hs_0045898"	"0.00022602"	"3.03e-06"	"-2.7499401"	"IL32"
"PH_hs_0044667"	"0.00022632"	"3.04e-06"	"2.0973202"	"BDNF"
"PH_hs_0023490"	"0.00022632"	"3.05e-06"	"3.6302712"	"BUB1"
"PH_hs_0023082"	"0.00022632"	"3.05e-06"	"-2.1136743"	"MDM2"
"PH_hs_0004400"	"0.00023028"	"3.11e-06"	"-2.1075721"	"AK1"
"PH_hs_0049483"	"0.00023321"	"3.16e-06"	"2.1910998"	"DHFR|DHFRL1"
"PH_hs_0031750"	"0.00023379"	"3.18e-06"	"1.9581866"	"SLC37A4"
"PH_hs_0061683"	"0.00023451"	"3.19e-06"	"3.1066767"	"KIF4A|KIF4B"
"PH_hs_0030770"	"0.00023472"	"3.21e-06"	"-2.3122161"	"TMEM217"
"PH_hs_0033182"	"0.00023472"	"3.21e-06"	"-1.8986215"	"LOC155060"
"PH_hs_0014698"	"0.00023744"	"3.26e-06"	"2.0409666"	"CCDC85A"
"PH_hs_0048275"	"0.00024142"	"3.32e-06"	"-2.5371842"	"FGF11"
"PH_hs_0061033"	"0.00024406"	"3.36e-06"	"-2.2514511"	"LCAT"
"PH_hs_0031085"	"0.00024406"	"3.37e-06"	"2.3490558"	"RACGAP1"
"PH_hs_0032039"	"0.00024585"	"3.40e-06"	"-2.8981276"	"previous version conserved probe"
"PH_hs_0046335"	"0.00024646"	"3.42e-06"	"-1.9119689"	"HMGN2P46"
"PH_hs_0000303"	"0.00024646"	"3.43e-06"	"-1.9382685"	"C2"
"PH_hs_0044705"	"0.00024751"	"3.45e-06"	"1.9049041"	"FANCA"
"PH_hs_0044530"	"0.00024755"	"3.46e-06"	"2.0034083"	"PHF19"
"PH_hs_0000450"	"0.00024755"	"3.47e-06"	"-2.3491399"	"KLHL24"
"PH_hs_0016124"	"0.00024755"	"3.48e-06"	"-1.8671704"	"CD82"
"PH_hs_0027146"	"0.00024755"	"3.48e-06"	"-2.3790329"	"C1orf106"
"PH_hs_0002180"	"0.00024755"	"3.50e-06"	"-1.9821871"	"C12orf5"
"PH_hs_0045365"	"0.00024755"	"3.51e-06"	"2.0325595"	"RPL3"
"PH_hs_0014661"	"0.00024755"	"3.51e-06"	"-2.1906248"	"BCL2L10"
"PH_hs_0000490"	"0.00024755"	"3.51e-06"	"2.5474162"	"CDKN2C"
"PH_hs_0004787"	"0.00024884"	"3.54e-06"	"2.5308667"	"CDKN3"
"PH_hs_0035084"	"0.00024884"	"3.55e-06"	"2.3953537"	"C8orf82"
"PH_hs_0045079"	"0.00025088"	"3.59e-06"	"1.8144689"	"PPFIA1"
"PH_hs_0045118"	"0.00025088"	"3.59e-06"	"2.4234685"	"WDR4"
"PH_hs_0043231"	"0.00025257"	"3.63e-06"	"2.3273057"	"NCAPD2"
"PH_hs_0045805"	"0.00025257"	"3.63e-06"	"-1.929189"	"PDE6G"
"PH_hs_0027454"	"0.00025463"	"3.67e-06"	"2.2098168"	"B9D1"
"PH_hs_0027562"	"0.00025463"	"3.68e-06"	"1.9361385"	"SIPA1"
"PH_hs_0049563"	"0.00025488"	"3.69e-06"	"2.3396542"	"PLAC8"
"PH_hs_0042302"	"0.00025575"	"3.71e-06"	"1.7502884"	"NFE2L3"
"PH_hs_0012743"	"0.00025723"	"3.74e-06"	"-2.4194588"	"previous version conserved probe"
"PH_hs_0006768"	"0.00025749"	"3.76e-06"	"2.4136844"	"previous version conserved probe"
"PH_hs_0024314"	"0.00025749"	"3.76e-06"	"2.0186196"	"OGG1"
"PH_hs_0042835"	"0.00026009"	"3.80e-06"	"-4.0033358"	"LCE1C"
"PH_hs_0042515"	"0.00026093"	"3.83e-06"	"-2.0586879"	"DEFB1"
"PH_hs_0049212"	"0.00026093"	"3.84e-06"	"2.6385396"	"MPP7"
"PH_hs_0012635"	"0.00026093"	"3.85e-06"	"2.5490531"	"PCYT2"
"PH_hs_0046576"	"0.00026093"	"3.86e-06"	"-1.9817288"	"previous version conserved probe"
"PH_hs_0024604"	"0.00026093"	"3.87e-06"	"2.1808369"	"RHBDL3"
"PH_hs_0010200"	"0.00026093"	"3.87e-06"	"1.9695678"	"RPRML"
"PH_hs_0046048"	"0.00026093"	"3.89e-06"	"1.9605933"	"SSH1"
"PH_hs_0042826"	"0.00026093"	"3.90e-06"	"-1.9803769"	"ARL9"
"PH_hs_0000304"	"0.00026093"	"3.90e-06"	"2.4985865"	"VTN"
"PH_hs_0035404"	"0.00026093"	"3.91e-06"	"-2.3570633"	"SAT1"
"PH_hs_0018380"	"0.00026093"	"3.92e-06"	"-2.0565825"	"LOC100128288"
"PH_hs_0028142"	"0.00026093"	"3.92e-06"	"-2.734625"	"SERPINA1"
"PH_hs_0023392"	"0.00026093"	"3.92e-06"	"2.2181328"	"VPS51"
"PH_hs_0019776"	"0.0002629"	"3.96e-06"	"-1.8075397"	"ANXA4"
"PH_hs_0003198"	"0.00026363"	"3.99e-06"	"2.2884942"	"SFXN2"
"PH_hs_0027327"	"0.00026363"	"3.99e-06"	"2.422066"	"CTPS1"
"PH_hs_0045859"	"0.00026421"	"4.01e-06"	"-1.9319419"	"UQCRB"
"PH_hs_0049397"	"0.00026482"	"4.02e-06"	"2.1926565"	"GDA"
"PH_hs_0031294"	"0.00026572"	"4.05e-06"	"-2.2067104"	"HIST1H3H"
"PH_hs_0045035"	"0.00026572"	"4.06e-06"	"2.7240759"	"MAST4"
"PH_hs_0007112"	"0.00026572"	"4.06e-06"	"-2.0467576"	"previous version conserved probe"
"PH_hs_0011768"	"0.00026701"	"4.09e-06"	"-2.2175777"	"KCNJ12"
"PH_hs_0025875"	"0.00026701"	"4.10e-06"	"2.3752181"	"PCDH7"
"PH_hs_0043566"	"0.00027055"	"4.16e-06"	"2.0727688"	"MTFR2"
"PH_hs_0037472"	"0.00027278"	"4.20e-06"	"-1.9256576"	"MALAT1"
"PH_hs_0043594"	"0.00027527"	"4.25e-06"	"2.0513519"	"SOGA2"
"PH_hs_0048467"	"0.00027637"	"4.28e-06"	"-2.7902184"	"NFYA"
"PH_hs_0044468"	"0.00027703"	"4.30e-06"	"2.725385"	"TMEM201"
"PH_hs_0019814"	"0.00027703"	"4.31e-06"	"-1.9397899"	"PID1"
"PH_hs_0061511"	"0.00027822"	"4.33e-06"	"-1.9022984"	"LAMB3"
"PH_hs_0046150"	"0.00027912"	"4.36e-06"	"2.8056974"	"STRA6"
"PH_hs_0029092"	"0.00028128"	"4.40e-06"	"-1.8668264"	"HSPB8"
"PH_hs_0001112"	"0.00028128"	"4.41e-06"	"2.2497874"	"SLC27A2"
"PH_hs_0035055"	"0.000285"	"4.47e-06"	"-1.8795232"	"LOC653501|ZNF658B|ZNF658"
"PH_hs_0026812"	"0.00028688"	"4.52e-06"	"-2.072576"	"CEACAM1"
"PH_hs_0013003"	"0.00028688"	"4.52e-06"	"-2.6258037"	"MUC19"
"PH_hs_0008339"	"0.00029056"	"4.59e-06"	"2.0377699"	"RFC2"
"PH_hs_0008241"	"0.00029056"	"4.61e-06"	"-3.5419881"	"ALOX12B"
"PH_hs_0025915"	"0.00029056"	"4.63e-06"	"-2.0576505"	"MYOM2"
"PH_hs_0022775"	"0.00029056"	"4.63e-06"	"2.080585"	"TK1"
"PH_hs_0042569"	"0.00029056"	"4.64e-06"	"-2.3364984"	"OR52A5"
"PH_hs_0024527"	"0.00029056"	"4.64e-06"	"-2.0432803"	"PDE4DIP|LOC101060353|LOC101060456|LOC100996723|LOC100996761"
"PH_hs_0044354"	"0.00029056"	"4.64e-06"	"1.7666887"	"SPC24"
"PH_hs_0048580"	"0.00029158"	"4.67e-06"	"-1.7965957"	"SLC8A1"
"PH_hs_0008797"	"0.0002944"	"4.72e-06"	"2.5436035"	"H2AFX"
"PH_hs_0001744"	"0.00029546"	"4.76e-06"	"-1.8318214"	"ACRBP"
"PH_hs_0028910"	"0.00029546"	"4.77e-06"	"2.3318605"	"GCAT"
"PH_hs_0040297"	"0.00029546"	"4.77e-06"	"2.0271182"	"RNF213"
"PH_hs_0010411"	"0.00029884"	"4.83e-06"	"-1.8793955"	"C4orf3"
"PH_hs_0060329"	"0.00030076"	"4.87e-06"	"2.4454264"	"WWOX"
"PH_hs_0033320"	"0.00030234"	"4.91e-06"	"1.8406463"	"EBPL"
"PH_hs_0042421"	"0.00030423"	"4.95e-06"	"2.0501246"	"IGF2BP3"
"PH_hs_0025581"	"0.00030431"	"4.96e-06"	"-1.7792288"	"COL4A1"
"PH_hs_0008805"	"0.00030431"	"4.97e-06"	"2.006605"	"CTDSPL"
"PH_hs_0008113"	"0.00030628"	"5.01e-06"	"2.5448285"	"SKA1"
"PH_hs_0002140"	"0.00030644"	"5.03e-06"	"-1.9646799"	"OLAH"
"PH_hs_0000122"	"0.00030644"	"5.03e-06"	"-2.7773095"	"IL32"
"PH_hs_0025120"	"0.00030685"	"5.05e-06"	"-1.9984895"	"TMEM68"
"PH_hs_0007006"	"0.00030725"	"5.07e-06"	"-1.8148895"	"AKD1"
"PH_hs_0044758"	"0.00030843"	"5.10e-06"	"-1.7367641"	"N4BP2L2"
"PH_hs_0060096"	"0.00030843"	"5.10e-06"	"1.8188932"	"FGFR1OP2"
"PH_hs_0008132"	"0.00030884"	"5.12e-06"	"-2.4059113"	"UCN"
"PH_hs_0009177"	"0.00031489"	"5.23e-06"	"-1.8372538"	"MTHFR"
"PH_hs_0023878"	"0.00031534"	"5.27e-06"	"2.3271446"	"ATAD5"
"PH_hs_0044801"	"0.00031534"	"5.27e-06"	"-2.0929779"	"COX19"
"PH_hs_0001793"	"0.00031534"	"5.27e-06"	"2.3956097"	"KIFC1"
"PH_hs_0024263"	"0.00031534"	"5.28e-06"	"-1.8980033"	"TTC21A"
"PH_hs_0032286"	"0.00031534"	"5.30e-06"	"1.8076227"	"ARL4A"
"PH_hs_0017371"	"0.00031534"	"5.30e-06"	"1.8589111"	"IL7R"
"PH_hs_0014727"	"0.00031542"	"5.32e-06"	"1.9349028"	"ALPP"
"PH_hs_0008727"	"0.00031542"	"5.32e-06"	"1.8336642"	"previous version conserved probe"
"PH_hs_0047419"	"0.00031671"	"5.35e-06"	"1.9599627"	"ARHGEF26"
"PH_hs_0045931"	"0.00031671"	"5.36e-06"	"1.7349327"	"previous version conserved probe"
"PH_hs_0028615"	"0.00031716"	"5.38e-06"	"2.110125"	"EXOSC2"
"PH_hs_0046311"	"0.00031769"	"5.41e-06"	"-2.0179213"	"TMEM217"
"PH_hs_0004074"	"0.00031769"	"5.41e-06"	"-2.1778721"	"MARCO"
"PH_hs_0038874"	"0.00031911"	"5.44e-06"	"-2.1453074"	""
"PH_hs_0025037"	"0.0003218"	"5.50e-06"	"-2.0360873"	"TSGA10"
"PH_hs_0016831"	"0.00032518"	"5.57e-06"	"2.06707"	"previous version conserved probe"
"PH_hs_0060101"	"0.00032829"	"5.63e-06"	"2.0545118"	"TECPR2"
"PH_hs_0002954"	"0.00032844"	"5.64e-06"	"2.1041782"	"STRA13"
"PH_hs_0021261"	"0.00032879"	"5.66e-06"	"1.7348756"	"C1orf112"
"PH_hs_0027045"	"0.00032879"	"5.67e-06"	"-2.4897667"	"EGR4"
"PH_hs_0036094"	"0.00033076"	"5.71e-06"	"2.0650051"	"ARL17B|LOC100996709|ARL17A"
"PH_hs_0014204"	"0.00033272"	"5.76e-06"	"1.9951188"	"KATNB1"
"PH_hs_0006918"	"0.00033311"	"5.80e-06"	"2.5438568"	"SHCBP1"
"PH_hs_0032900"	"0.00033311"	"5.81e-06"	"1.7879617"	"KAZN"
"PH_hs_0033170"	"0.00033311"	"5.81e-06"	"-6.1053762"	"CUX2"
"PH_hs_0046492"	"0.00033311"	"5.81e-06"	"-2.5415993"	"CPT1B"
"PH_hs_0008534"	"0.00033311"	"5.83e-06"	"2.1250459"	"previous version conserved probe"
"PH_hs_0000656"	"0.00033311"	"5.83e-06"	"-1.8271975"	"GPR56"
"PH_hs_0049032"	"0.0003349"	"5.87e-06"	"-2.1571711"	"CYLD"
"PH_hs_0047341"	"0.00033492"	"5.90e-06"	"-1.9453535"	"YIPF5"
"PH_hs_0018451"	"0.00033492"	"5.90e-06"	"-1.8161846"	"ZSWIM7"
"PH_hs_0003147"	"0.00033492"	"5.90e-06"	"-1.7625465"	"PDGFC"
"PH_hs_0034352"	"0.00033975"	"6.00e-06"	"-2.083188"	"POPDC2"
"PH_hs_0005360"	"0.00033975"	"6.01e-06"	"-1.7076419"	"TEX101"
"PH_hs_0062236"	"0.00033975"	"6.03e-06"	"-2.1036978"	"PCDHGA11|PCDHGC3|PCDHGA4|PCDHGA9|PCDHGB3|PCDHGA2|PCDHGA6|PCDHGA7|PCDHGA10|PCDHGB2|PCDHGB6|PCDHGB7|PCDHGA1|PCDHGA3|PCDHGA5|PCDHGB1|PCDHGB5|PCDHGC4|PCDHGC5|PCDHGA12|PCDHGA8|PCDHGB4"
"PH_hs_0030241"	"0.00033975"	"6.03e-06"	"-2.0843973"	"VASN"
"PH_hs_0004411"	"0.0003421"	"6.08e-06"	"-2.0463006"	"ITIH4"
"PH_hs_0002512"	"0.00034236"	"6.10e-06"	"-1.8484987"	"ZNF449"
"PH_hs_0047515"	"0.00034237"	"6.11e-06"	"1.8078646"	"TFAP2A"
"PH_hs_0036028"	"0.00034458"	"6.16e-06"	"2.4023574"	"CPS1"
"PH_hs_0003903"	"0.00034468"	"6.17e-06"	"-3.5024636"	"PVRL4"
"PH_hs_0010335"	"0.00034501"	"6.19e-06"	"-1.948418"	"DGKA"
"PH_hs_0014268"	"0.00034501"	"6.20e-06"	"2.2112665"	"GPSM2"
"PH_hs_0025585"	"0.00034516"	"6.21e-06"	"-3.1692967"	"PDE4C"
"PH_hs_0034852"	"0.00034804"	"6.28e-06"	"2.4687126"	"PCYT2"
"PH_hs_0035847"	"0.00034824"	"6.31e-06"	"2.2760843"	"PLAC8"
"PH_hs_0024665"	"0.00034824"	"6.31e-06"	"2.260288"	"CIT"
"PH_hs_0038988"	"0.00034824"	"6.31e-06"	"-2.5080578"	"previous version conserved probe"
"PH_hs_0031092"	"0.00035064"	"6.37e-06"	"1.9536633"	"NCLN"
"PH_hs_0019812"	"0.00035075"	"6.39e-06"	"2.5885652"	"WDR69"
"PH_hs_0005556"	"0.00035075"	"6.39e-06"	"1.8076936"	"SPINK13"
"PH_hs_0023420"	"0.00035075"	"6.40e-06"	"-2.6062225"	"KIAA1683"
"PH_hs_0028481"	"0.000351"	"6.42e-06"	"1.7518044"	"MTAP"
"PH_hs_0035732"	"0.00035192"	"6.45e-06"	"-2.9130905"	"COL20A1"
"PH_hs_0004690"	"0.00035192"	"6.47e-06"	"1.7087278"	"CITED2"
"PH_hs_0004781"	"0.00035192"	"6.48e-06"	"-2.3768504"	"AMPD3"
"PH_hs_0033928"	"0.00035192"	"6.50e-06"	"1.8627052"	"previous version conserved probe"
"PH_hs_0040619"	"0.00035192"	"6.50e-06"	"2.5322359"	"MXD3"
"PH_hs_0049450"	"0.00035192"	"6.51e-06"	"-2.1888463"	"DDX5"
"PH_hs_0049197"	"0.00035192"	"6.51e-06"	"-1.8648511"	"TNC"
"PH_hs_0017531"	"0.00035234"	"6.53e-06"	"1.9167701"	"PDCD2"
"PH_hs_0004506"	"0.0003531"	"6.56e-06"	"-1.8072288"	"KANK4"
"PH_hs_0021125"	"0.00035554"	"6.61e-06"	"-1.8661321"	"previous version conserved probe"
"PH_hs_0046334"	"0.00035798"	"6.67e-06"	"2.1579487"	"C14orf80"
"PH_hs_0027046"	"0.0003591"	"6.70e-06"	"2.0750262"	"MRPL23"
"PH_hs_0048412"	"0.00035919"	"6.71e-06"	"2.0697452"	"POLE"
"PH_hs_0003012"	"0.00036035"	"6.75e-06"	"1.7692712"	"FJX1"
"PH_hs_0061226"	"0.00036296"	"6.81e-06"	"-1.8597544"	"TRIAP1"
"PH_hs_0047811"	"0.00036573"	"6.87e-06"	"-1.7457795"	"TFEC"
"PH_hs_0003939"	"0.00036637"	"6.90e-06"	"1.8602766"	"F3"
"PH_hs_0024835"	"0.00036637"	"6.91e-06"	"-2.8784383"	"ESM1"
"PH_hs_0007290"	"0.00036701"	"6.93e-06"	"-1.9128574"	"ZNF630"
"PH_hs_0049406"	"0.00037657"	"7.12e-06"	"-2.6417669"	"KIAA1324"
"PH_hs_0044803"	"0.00037657"	"7.13e-06"	"-1.8183797"	"C2orf68"
